dataset,publication,publishedDate,source,affiliation,subjects,openAlexTopics,openAlexSubfields,openAlexFields,openAlexDomains
https://doi.org/10.6084/m9.figshare.16600217,https://doi.org/10.1080/0886022x.2021.1974037,2021-09-09T00:00:00Z,datacite,Fudan University,NA,"Cancer-related molecular mechanisms research; Inflammasome and immune disorders; Gout, Hyperuricemia, Uric Acid",Cancer Research; Molecular Biology; Nephrology,"Biochemistry, Genetics and Molecular Biology; Medicine",Life Sciences; Health Sciences
GSE108588,https://doi.org/10.1016/j.celrep.2019.05.062,2019-06-01T00:00:00Z,czi,Fudan University,basic medicine; biological sciences,Epigenetics and DNA Methylation; Genomics and Chromatin Dynamics; RNA Research and Splicing,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
GSE3325,https://doi.org/10.1093/nar/gkt161,2013-05-01T00:00:00Z,czi,University of Michigan,basic medicine; biological sciences,Bioinformatics and Genomic Networks; Computational Drug Discovery Methods; Metabolomics and Mass Spectrometry Studies,Molecular Biology; Computational Theory and Mathematics,"Biochemistry, Genetics and Molecular Biology; Computer Science",Life Sciences; Physical Sciences
https://doi.org/10.5281/zenodo.6643453,https://doi.org/10.1186/s40168-023-01565-3,2023-06-15T00:00:00Z,eupmc,University of Michigan,NA,Hydrogen's biological and therapeutic effects; Gut microbiota and health; Dysphagia Assessment and Management,Surgery; Molecular Biology; Speech and Hearing,"Medicine; Biochemistry, Genetics and Molecular Biology; Health Professions",Health Sciences; Life Sciences
https://doi.org/10.22033/esgf/cmip6.1622,https://doi.org/10.21203/rs.3.rs-3009767/v1,2023-06-08T00:00:00Z,datacite,University of Oxford,NA,Atmospheric and Environmental Gas Dynamics; Climate variability and models; Meteorological Phenomena and Simulations,Global and Planetary Change; Atmospheric Science,Environmental Science; Earth and Planetary Sciences,Physical Sciences
https://doi.org/10.7910/dvn/xrutwa,https://doi.org/10.1093/qje/qjae007,2024-08-01T00:00:00Z,datacite,University of Michigan,social sciences,"Child Abuse and Trauma; Child Welfare and Adoption; Poverty, Education, and Child Welfare",Clinical Psychology; Safety Research,Psychology; Social Sciences,Social Sciences
https://doi.org/10.5287/bodleian:xqvkxnmnx,https://doi.org/10.1080/02607476.2021.2006572,2022-02-12T00:00:00Z,datacite,University of Oxford,NA,Science Education and Pedagogy; Educational Strategies and Epistemologies; Education and Critical Thinking Development,Education; Developmental and Educational Psychology,Social Sciences; Psychology,Social Sciences
https://doi.org/10.5287/bodleian:y5baqdmnj,https://doi.org/10.1186/s12862-016-0699-8,2016-06-16T00:00:00Z,datacite,University of Oxford,NA,Animal Behavior and Reproduction; Plant and animal studies; Neurobiology and Insect Physiology Research,"Ecology, Evolution, Behavior and Systematics; Cellular and Molecular Neuroscience",Agricultural and Biological Sciences; Neuroscience,Life Sciences
GSE20194,https://doi.org/10.3389/fonc.2022.972383,2022-08-10T00:00:00Z,czi,Fudan University,basic medicine; biological sciences,Chemokine receptors and signaling; Immunotherapy and Immune Responses; Immune Cell Function and Interaction,Oncology; Immunology,Medicine; Immunology and Microbiology,Health Sciences; Life Sciences
GSE70290,https://doi.org/10.1038/s41477-021-01008-7,2021-11-08T00:00:00Z,czi,University of Michigan,biological sciences; basic medicine,Chromosomal and Genetic Variations; Genomics and Chromatin Dynamics; Plant Virus Research Studies,Plant Science; Molecular Biology,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology",Life Sciences
GSE28352,https://doi.org/10.1038/ncomms13183,2016-10-24T00:00:00Z,czi,University of Oxford,basic medicine; biological sciences,"Renal cell carcinoma treatment; Epigenetics and DNA Methylation; Cancer, Hypoxia, and Metabolism",Pulmonary and Respiratory Medicine; Molecular Biology; Cancer Research,"Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
https://doi.org/10.3886/icpsr13746,https://doi.org/10.1007/s10826-021-02103-1,2021-10-07T00:00:00Z,datacite,University of Michigan,NA,Psychological and Temporal Perspectives Research; Early Childhood Education and Development; Parental Involvement in Education,Experimental and Cognitive Psychology; Education,Psychology; Social Sciences,Social Sciences
https://doi.org/10.5061/dryad.t64f6,https://doi.org/10.1098/rspb.2015.1993,2015-10-22T00:00:00Z,datacite,University of Michigan,NA,Plant and animal studies; Plant Parasitism and Resistance; Ecology and Vegetation Dynamics Studies,"Ecology, Evolution, Behavior and Systematics; Plant Science; Nature and Landscape Conservation",Agricultural and Biological Sciences; Environmental Science,Life Sciences; Physical Sciences
https://doi.org/10.13020/04ee-q089,https://doi.org/10.1371/journal.pone.0301171,2024-06-14T00:00:00Z,eupmc,University of Michigan,NA,Research Data Management Practices; Scientific Computing and Data Management; Data Quality and Management,Information Systems; Information Systems and Management; Management Science and Operations Research,Computer Science; Decision Sciences,Physical Sciences; Social Sciences
https://doi.org/10.3886/icpsr13618,https://doi.org/10.1177/0022427814529976,2014-05-04T00:00:00Z,datacite,University of Michigan,NA,"Homelessness and Social Issues; Migration, Health and Trauma; Crime Patterns and Interventions",General Health Professions; Clinical Psychology; Sociology and Political Science,Health Professions; Psychology; Social Sciences,Health Sciences; Social Sciences
https://doi.org/10.5281/zenodo.6319686,https://doi.org/10.1051/0004-6361/202141991,2022-05-03T00:00:00Z,datacite,University of Oxford,NA,"Stellar, planetary, and galactic studies; Astro and Planetary Science; Astrophysics and Star Formation Studies",Astronomy and Astrophysics,Physics and Astronomy,Physical Sciences
https://doi.org/10.5061/dryad.3p071,https://doi.org/10.1111/1365-2656.12586,2016-09-26T00:00:00Z,eupmc,University of Oxford,NA,Insect symbiosis and bacterial influences; Insect-Plant Interactions and Control; Insect and Arachnid Ecology and Behavior,Insect Science; Genetics,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology",Life Sciences
https://doi.org/10.6084/m9.figshare.21062328.v1,https://doi.org/10.1186/s13059-022-02752-5,2022-09-07T00:00:00Z,datacite,Fudan University,NA,Genetic Neurodegenerative Diseases; Mitochondrial Function and Pathology; Muscle Physiology and Disorders,Cellular and Molecular Neuroscience; Molecular Biology,"Neuroscience; Biochemistry, Genetics and Molecular Biology",Life Sciences
https://doi.org/10.6084/m9.figshare.13359446,https://doi.org/10.1080/13102818.2020.1857661,2020-12-10T00:00:00Z,datacite,Fudan University,NA,Wheat and Barley Genetics and Pathology; Genetic Mapping and Diversity in Plants and Animals; Bioenergy crop production and management,Plant Science; Genetics; Agronomy and Crop Science,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology",Life Sciences
https://doi.org/10.5281/zenodo.7198452,https://doi.org/10.1007/s10546-022-00733-6,2022-08-27T00:00:00Z,datacite,University of Oxford,NA,Aeolian processes and effects; Geology and Paleoclimatology Research; Fire effects on ecosystems,Earth-Surface Processes; Atmospheric Science; Global and Planetary Change,Earth and Planetary Sciences; Environmental Science,Physical Sciences
GSM2166059,https://doi.org/10.1186/s12864-016-3167-3,2016-11-07T00:00:00Z,czi,University of Michigan,basic medicine; biological sciences,Cancer-related molecular mechanisms research; RNA Research and Splicing; Hereditary Neurological Disorders,Cancer Research; Molecular Biology; Cellular and Molecular Neuroscience,"Biochemistry, Genetics and Molecular Biology; Neuroscience",Life Sciences
GSE77662,https://doi.org/10.1093/hmg/ddw412,2017-01-17T00:00:00Z,czi,University of Oxford,basic medicine; biological sciences,Pluripotent Stem Cells Research; CRISPR and Genetic Engineering; Nuclear Receptors and Signaling,Molecular Biology; Cellular and Molecular Neuroscience,"Biochemistry, Genetics and Molecular Biology; Neuroscience",Life Sciences
https://doi.org/10.6084/m9.figshare.19084752,https://doi.org/10.1080/0886022x.2021.2014338,2022-01-27T00:00:00Z,datacite,Fudan University,NA,Nephrotoxicity and Medicinal Plants; Sarcoidosis and Beryllium Toxicity Research; Renal Diseases and Glomerulopathies,"Radiology, Nuclear Medicine and Imaging; Physiology; Nephrology",Medicine,Health Sciences
https://doi.org/10.6084/m9.figshare.22601278,https://doi.org/10.1186/s13071-023-05659-7,2023-02-10T00:00:00Z,datacite,Fudan University,NA,Extracellular vesicles in disease; Parasite Biology and Host Interactions; MXene and MAX Phase Materials,Molecular Biology; Ecology; Materials Chemistry,"Biochemistry, Genetics and Molecular Biology; Environmental Science; Materials Science",Life Sciences; Physical Sciences
https://doi.org/10.6084/m9.figshare.22601278,https://doi.org/10.1186/s13071-023-05659-7,2023-02-10T00:00:00Z,datacite,University of Michigan,NA,Extracellular vesicles in disease; Parasite Biology and Host Interactions; MXene and MAX Phase Materials,Molecular Biology; Ecology; Materials Chemistry,"Biochemistry, Genetics and Molecular Biology; Environmental Science; Materials Science",Life Sciences; Physical Sciences
https://doi.org/10.5281/zenodo.10965908,https://doi.org/10.5209/geri.95520,2024-12-05T00:00:00Z,datacite,University of Oxford,NA,Classical Antiquity Studies; African history and culture analysis; Archaeological Research and Protection,Anthropology; Political Science and International Relations; Space and Planetary Science,Social Sciences; Earth and Planetary Sciences,Social Sciences; Physical Sciences
https://doi.org/10.3886/icpsr36167,https://doi.org/10.4324/9781351054669,2019-11-20T00:00:00Z,datacite,University of Michigan,NA,"Race, History, and American Society; Latin American and Latino Studies; Critical Race Theory in Education",Sociology and Political Science; Cultural Studies,Social Sciences,Social Sciences
GSE24080,https://doi.org/10.1038/s41598-018-28954-1,2018-07-13T00:00:00Z,czi,Fudan University,biological sciences; basic medicine,Bioinformatics and Genomic Networks; Gene expression and cancer classification; Gene Regulatory Network Analysis,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://doi.org/10.5061/DRYAD.N02V6WX3N,https://doi.org/10.1098/rspb.2023.2097,2024-01-03T00:00:00Z,eupmc,University of Oxford,NA,Malaria Research and Control; Mosquito-borne diseases and control; Parasite Biology and Host Interactions,"Public Health, Environmental and Occupational Health; Ecology",Medicine; Environmental Science,Health Sciences; Physical Sciences
https://doi.org/10.18739/a2d79598p,https://doi.org/10.1073/pnas.1900613116,2019-06-28T00:00:00Z,datacite,University of Michigan,NA,Mercury impact and mitigation studies; Air Quality and Health Impacts; Atmospheric chemistry and aerosols,"Health, Toxicology and Mutagenesis; Atmospheric Science",Environmental Science; Earth and Planetary Sciences,Physical Sciences
https://doi.org/10.5061/dryad.cb7ns,https://doi.org/10.1038/ncomms13430,2016-11-15T00:00:00Z,eupmc,University of Oxford,NA,Evolution and Genetic Dynamics; Evolutionary Game Theory and Cooperation; Insect symbiosis and bacterial influences,Genetics; Sociology and Political Science; Insect Science,"Biochemistry, Genetics and Molecular Biology; Social Sciences; Agricultural and Biological Sciences",Life Sciences; Social Sciences
https://doi.org/10.5061/dryad.9m42814,https://doi.org/10.1111/jav.01979,2019-03-01T00:00:00Z,eupmc,University of Oxford,NA,Animal Behavior and Reproduction; Avian ecology and behavior; Wildlife Ecology and Conservation,"Ecology, Evolution, Behavior and Systematics; Ecology",Agricultural and Biological Sciences; Environmental Science,Life Sciences; Physical Sciences
https://doi.org/10.5281/zenodo.4899912,https://doi.org/10.1371/journal.pone.0254215,2021-07-09T00:00:00Z,eupmc,University of Michigan,NA,"LGBTQ Health, Identity, and Policy; Gender Politics and Representation; Gender, Feminism, and Media",Social Psychology; Gender Studies,Psychology; Social Sciences,Social Sciences
https://doi.org/10.5061/dryad.80t07,https://doi.org/10.1111/jeb.12618,2015-04-01T00:00:00Z,datacite,University of Oxford,NA,Evolutionary Game Theory and Cooperation; Ecosystem dynamics and resilience; Evolution and Genetic Dynamics,Sociology and Political Science; Global and Planetary Change; Genetics,"Social Sciences; Environmental Science; Biochemistry, Genetics and Molecular Biology",Social Sciences; Physical Sciences; Life Sciences
https://doi.org/10.6084/m9.figshare.12601150.v2,https://doi.org/10.1080/10717544.2020.1787558,2020-07-02T00:00:00Z,datacite,Fudan University,NA,Lung Cancer Research Studies; Cancer therapeutics and mechanisms; Neuroendocrine Tumor Research Advances,Oncology; Molecular Biology; Epidemiology,"Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
https://doi.org/10.57760/sciencedb.14703,https://doi.org/10.1007/s41365-024-01374-9,2024-02-01T00:00:00Z,datacite,Fudan University,NA,High-Energy Particle Collisions Research; Quantum Chromodynamics and Particle Interactions; Particle physics theoretical and experimental studies,Nuclear and High Energy Physics,Physics and Astronomy,Physical Sciences
https://doi.org/10.6084/m9.figshare.19097118.v1,https://doi.org/10.1080/00221686.2021.2001590,2022-01-31T00:00:00Z,datacite,Fudan University,NA,Flood Risk Assessment and Management; Hydrology and Sediment Transport Processes; Tropical and Extratropical Cyclones Research,Global and Planetary Change; Ecology; Atmospheric Science,Environmental Science; Earth and Planetary Sciences,Physical Sciences
https://doi.org/10.6084/m9.figshare.16641339.v1,https://doi.org/10.1080/00206814.2021.1978111,2021-09-19T00:00:00Z,datacite,Fudan University,NA,Geological and Geochemical Analysis; High-pressure geophysics and materials; earthquake and tectonic studies,Geophysics,Earth and Planetary Sciences,Physical Sciences
https://doi.org/10.6084/m9.figshare.14608514.v1,https://doi.org/10.1186/s13059-021-02376-1,2021-05-17T00:00:00Z,datacite,Fudan University,NA,RNA modifications and cancer; Epigenetics and DNA Methylation; Cancer-related molecular mechanisms research,Molecular Biology; Cancer Research,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://doi.org/10.5061/dryad.hn1vn,https://doi.org/10.1371/journal.pone.0089543,2014-02-26T00:00:00Z,eupmc,University of Michigan,NA,Evolution and Paleontology Studies; Genomics and Phylogenetic Studies; Genetic diversity and population structure,Paleontology; Molecular Biology; Genetics,"Earth and Planetary Sciences; Biochemistry, Genetics and Molecular Biology",Physical Sciences; Life Sciences
https://doi.org/10.6084/m9.figshare.19165917.v2,https://doi.org/10.1080/21655979.2021.2018098,2022-02-13T00:00:00Z,datacite,Fudan University,NA,Cancer-related molecular mechanisms research; Circular RNAs in diseases; RNA regulation and disease,Cancer Research; Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://doi.org/10.3886/icpsr20022.v3,https://doi.org/10.1111/ecin.12283,2015-10-23T00:00:00Z,datacite,University of Michigan,NA,"Gender, Labor, and Family Dynamics; Work-Family Balance Challenges; Fiscal Policy and Economic Growth",Gender Studies; Sociology and Political Science; Economics and Econometrics,"Social Sciences; Economics, Econometrics and Finance",Social Sciences
https://doi.org/10.5061/dryad.t4b8gthz1,https://doi.org/10.1038/s41598-020-64939-9,2020-05-19T00:00:00Z,datacite,University of Oxford,NA,Wildlife Ecology and Conservation; Animal Ecology and Behavior Studies; Bat Biology and Ecology Studies,"Ecology; Ecology, Evolution, Behavior and Systematics",Environmental Science; Agricultural and Biological Sciences,Physical Sciences; Life Sciences
https://doi.org/10.6084/m9.figshare.16557627.v1,https://doi.org/10.1080/15384101.2021.1970305,2021-09-01T00:00:00Z,datacite,Fudan University,NA,Ocular Oncology and Treatments; Ubiquitin and proteasome pathways; Cancer-related Molecular Pathways,Ophthalmology; Molecular Biology; Oncology,"Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
https://doi.org/10.5281/zenodo.4650822,https://doi.org/10.1016/j.dib.2022.108021,2022-06-01T00:00:00Z,eupmc,University of Oxford,NA,Integrated Energy Systems Optimization; Hybrid Renewable Energy Systems; Energy and Environment Impacts,Electrical and Electronic Engineering; Energy Engineering and Power Technology; Pollution,Engineering; Energy; Environmental Science,Physical Sciences
https://doi.org/10.5061/dryad.0vm37,https://doi.org/10.3389/fgene.2021.615284,2021-03-25T00:00:00Z,eupmc,Fudan University,NA,Plant Molecular Biology Research; Plant Gene Expression Analysis; RNA Research and Splicing,Plant Science; Molecular Biology,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology",Life Sciences
https://doi.org/10.3886/icpsr13580,https://doi.org/10.1177/0022042618759322,2018-02-19T00:00:00Z,datacite,University of Michigan,NA,"Crime Patterns and Interventions; Urban, Neighborhood, and Segregation Studies; Community Health and Development",Sociology and Political Science; General Health Professions,Social Sciences; Health Professions,Social Sciences; Health Sciences
https://doi.org/10.22033/esgf/cmip6.5016,https://doi.org/10.1007/s00343-023-2326-z,2023-10-05T00:00:00Z,datacite,University of Oxford,NA,Oceanographic and Atmospheric Processes; Climate variability and models,Oceanography; Global and Planetary Change,Earth and Planetary Sciences; Environmental Science,Physical Sciences
https://doi.org/10.5061/dryad.885c0,https://doi.org/10.1098/rsos.150057,2015-04-01T00:00:00Z,datacite,University of Oxford,NA,Animal Behavior and Reproduction; Primate Behavior and Ecology; Plant and animal studies,"Ecology, Evolution, Behavior and Systematics; Social Psychology",Agricultural and Biological Sciences; Psychology,Life Sciences; Social Sciences
https://doi.org/10.3886/icpsr36380,https://doi.org/10.1007/s11121-023-01551-z,2023-06-07T00:00:00Z,datacite,University of Michigan,NA,Early Childhood Education and Development; Education Discipline and Inequality; Critical Race Theory in Education,Education; Sociology and Political Science,Social Sciences,Social Sciences
https://doi.org/10.3886/icpsr36380,https://doi.org/10.1007/s11121-023-01551-z,2023-06-07T00:00:00Z,datacite,University of Michigan,NA,Early Childhood Education and Development; Education Discipline and Inequality; Critical Race Theory in Education,Education; Sociology and Political Science,Social Sciences,Social Sciences
https://doi.org/10.5281/zenodo.7221166,https://doi.org/10.1039/d2sc04326b,2022-01-01T00:00:00Z,eupmc,University of Oxford,NA,Machine Learning in Materials Science; Graphene research and applications; Ion-surface interactions and analysis,Materials Chemistry; Computational Mechanics,Materials Science; Engineering,Physical Sciences
GSE159128,https://doi.org/10.1038/s41588-021-00887-y,2021-06-21T00:00:00Z,czi,University of Oxford,basic medicine; biological sciences,"Cancer, Hypoxia, and Metabolism; Epigenetics and DNA Methylation; RNA modifications and cancer",Cancer Research; Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://doi.org/10.3886/icpsr13717,https://doi.org/10.1177/2153368716658768,2016-08-29T00:00:00Z,datacite,University of Michigan,NA,Crime Patterns and Interventions; Racial and Ethnic Identity Research; Education Discipline and Inequality,Sociology and Political Science; Education,Social Sciences,Social Sciences
https://doi.org/10.5061/dryad.z8w9ghxdb,https://doi.org/10.1098/rstb.2021.0151,2022-04-04T00:00:00Z,datacite,University of Michigan,NA,Primate Behavior and Ecology; Animal Behavior and Reproduction; Animal Vocal Communication and Behavior,"Social Psychology; Ecology, Evolution, Behavior and Systematics; Developmental Biology","Psychology; Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology",Social Sciences; Life Sciences
GSE6008,https://doi.org/10.18632/oncotarget.21651,2017-10-06T00:00:00Z,czi,University of Michigan,basic medicine; biological sciences,Cancer Research and Treatments; Phagocytosis and Immune Regulation; Amoebic Infections and Treatments,Biotechnology; Immunology; Infectious Diseases,"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine",Life Sciences; Health Sciences
https://doi.org/10.6084/m9.figshare.19115712,https://doi.org/10.1080/15384101.2021.1988378,2022-02-03T00:00:00Z,datacite,Fudan University,NA,Cancer-related molecular mechanisms research; Circular RNAs in diseases; MicroRNA in disease regulation,Cancer Research; Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://doi.org/10.5061/dryad.1b433,https://doi.org/10.1002/ecy.1468,2016-09-01T00:00:00Z,datacite,University of Michigan,NA,Forest Insect Ecology and Management; Species Distribution and Climate Change; Ecology and Vegetation Dynamics Studies,Ecology; Ecological Modeling; Nature and Landscape Conservation,Environmental Science,Physical Sciences
https://doi.org/10.6084/m9.figshare.22715418.v1,https://doi.org/10.1186/s12916-023-02864-0,2023-04-27T00:00:00Z,datacite,University of Oxford,NA,Gastric Cancer Management and Outcomes; Helicobacter pylori-related gastroenterology studies; Colorectal Cancer Screening and Detection,Pulmonary and Respiratory Medicine; Surgery; Oncology,Medicine,Health Sciences
https://doi.org/10.3886/icpsr13667,https://doi.org/10.1177/1541204013483779,2013-07-30T00:00:00Z,datacite,University of Michigan,NA,"Crime Patterns and Interventions; Homelessness and Social Issues; Urban, Neighborhood, and Segregation Studies",Sociology and Political Science; General Health Professions,Social Sciences; Health Professions,Social Sciences; Health Sciences
https://doi.org/10.6084/m9.figshare.14401732,https://doi.org/10.1080/21505594.2021.1909954,2021-04-12T00:00:00Z,datacite,Fudan University,NA,Autophagy in Disease and Therapy; Signaling Pathways in Disease; Calcium signaling and nucleotide metabolism,Epidemiology; Molecular Biology; Physiology,"Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
https://doi.org/10.3886/e175661,https://doi.org/10.1111/risa.13886,2022-01-29T00:00:00Z,datacite,University of Michigan,NA,Economic and Environmental Valuation; Risk Perception and Management; Decision-Making and Behavioral Economics,Economics and Econometrics; Sociology and Political Science; General Decision Sciences,"Economics, Econometrics and Finance; Social Sciences; Decision Sciences",Social Sciences
https://doi.org/10.5061/dryad.mb7qk,https://doi.org/10.1111/1365-2664.12921,2017-12-01T00:00:00Z,datacite,University of Michigan,NA,Species Distribution and Climate Change; Wildlife Ecology and Conservation; Primate Behavior and Ecology,Ecological Modeling; Ecology; Social Psychology,Environmental Science; Psychology,Physical Sciences; Social Sciences
https://doi.org/10.3886/icpsr13608,https://doi.org/10.1001/jamanetworkopen.2023.12465,2023-05-09T00:00:00Z,datacite,University of Michigan,NA,Gun Ownership and Violence Research; Public Health Policies and Education; Injury Epidemiology and Prevention,"Health; General Health Professions; Public Health, Environmental and Occupational Health",Social Sciences; Health Professions; Medicine,Social Sciences; Health Sciences
https://doi.org/10.3886/icpsr02760,https://doi.org/10.1177/2167702613498727,2013-08-13T00:00:00Z,datacite,University of Michigan,NA,Family Dynamics and Relationships; Intergenerational Family Dynamics and Caregiving; Health disparities and outcomes,Demography; Sociology and Political Science; Health,Social Sciences,Social Sciences
GSE99074,https://doi.org/10.1016/j.stemcr.2020.04.007,2020-06-01T00:00:00Z,czi,University of Michigan,biological sciences; basic medicine,Neuroinflammation and Neurodegeneration Mechanisms; Immune cells in cancer; Adenosine and Purinergic Signaling,Neurology; Immunology; Physiology,"Neuroscience; Immunology and Microbiology; Biochemistry, Genetics and Molecular Biology",Life Sciences
https://doi.org/10.5061/dryad.cn20jv8,https://doi.org/10.1177/0956797618800042,2018-10-08T00:00:00Z,datacite,University of Michigan,NA,Primate Behavior and Ecology; Evolutionary Game Theory and Cooperation; Evolutionary Psychology and Human Behavior,Social Psychology; Sociology and Political Science; Experimental and Cognitive Psychology,Psychology; Social Sciences,Social Sciences
https://doi.org/10.6084/m9.figshare.13476911,https://doi.org/10.1080/0144929x.2020.1864017,2020-12-22T00:00:00Z,datacite,Fudan University,sociology,Digital Marketing and Social Media; Technology Adoption and User Behaviour; Impact of Technology on Adolescents,Sociology and Political Science; Information Systems and Management,Social Sciences; Decision Sciences,Social Sciences
GSE62564,https://doi.org/10.1126/sciadv.aao1659,2018-02-02T00:00:00Z,czi,Fudan University,basic medicine; biological sciences,Neural Networks and Applications; Imbalanced Data Classification Techniques; Evolutionary Algorithms and Applications,Artificial Intelligence,Computer Science,Physical Sciences
GSE35489,https://doi.org/10.3389/fimmu.2019.02162,2019-10-01T00:00:00Z,czi,University of Michigan,biological sciences; basic medicine,Atherosclerosis and Cardiovascular Diseases; Neuroinflammation and Neurodegeneration Mechanisms; Inflammasome and immune disorders,Immunology; Neurology; Molecular Biology,"Immunology and Microbiology; Neuroscience; Biochemistry, Genetics and Molecular Biology",Life Sciences
https://doi.org/10.6084/m9.figshare.23213185,https://doi.org/10.1080/01647954.2023.2216718,2023-05-26T00:00:00Z,datacite,University of Oxford,NA,Vector-borne infectious diseases; Heat shock proteins research; Insect and Pesticide Research,Parasitology; Molecular Biology; Insect Science,"Immunology and Microbiology; Biochemistry, Genetics and Molecular Biology; Agricultural and Biological Sciences",Life Sciences
https://doi.org/10.3886/icpsr13669,https://doi.org/10.1080/15564886.2018.1468369,2018-05-31T00:00:00Z,datacite,University of Michigan,NA,"Intimate Partner and Family Violence; Crime Patterns and Interventions; Crime, Deviance, and Social Control",Health; Sociology and Political Science,Social Sciences,Social Sciences
GSE54456,https://doi.org/10.1002/path.4864,2017-02-24T00:00:00Z,czi,University of Michigan,basic medicine; biological sciences,Dermatology and Skin Diseases; T-cell and B-cell Immunology; Skin and Cellular Biology Research,Dermatology; Immunology; Cell Biology,"Medicine; Immunology and Microbiology; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
GSE27155,https://doi.org/10.3390/ijerph17041373,2020-02-20T00:00:00Z,czi,University of Michigan,biological sciences; basic medicine,Thyroid Cancer Diagnosis and Treatment; Bioinformatics and Genomic Networks; Ferroptosis and cancer prognosis,"Endocrinology, Diabetes and Metabolism; Molecular Biology; Pulmonary and Respiratory Medicine","Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
https://doi.org/10.22033/esgf/cmip6.14724,https://doi.org/10.1038/s41558-020-00957-9,2020-12-07T00:00:00Z,datacite,University of Oxford,NA,Climate Change Policy and Economics; Climate variability and models; Atmospheric and Environmental Gas Dynamics,Economics and Econometrics; Global and Planetary Change,"Economics, Econometrics and Finance; Environmental Science",Social Sciences; Physical Sciences
https://doi.org/10.7910/dvn/emywjv,https://doi.org/10.1186/s12939-020-01252-x,2020-08-10T00:00:00Z,datacite,University of Oxford,NA,"Global Maternal and Child Health; Child Nutrition and Water Access; Poverty, Education, and Child Welfare","Pediatrics, Perinatology and Child Health; Nutrition and Dietetics; Safety Research",Medicine; Nursing; Social Sciences,Health Sciences; Social Sciences
https://doi.org/10.7910/dvn/emywjv,https://doi.org/10.1186/s12939-020-01252-x,2020-08-10T00:00:00Z,datacite,University of Oxford,NA,"Global Maternal and Child Health; Child Nutrition and Water Access; Poverty, Education, and Child Welfare","Pediatrics, Perinatology and Child Health; Nutrition and Dietetics; Safety Research",Medicine; Nursing; Social Sciences,Health Sciences; Social Sciences
https://doi.org/10.7910/dvn/emywjv,https://doi.org/10.1186/s12939-020-01252-x,2020-08-10T00:00:00Z,datacite,University of Oxford,NA,"Global Maternal and Child Health; Child Nutrition and Water Access; Poverty, Education, and Child Welfare","Pediatrics, Perinatology and Child Health; Nutrition and Dietetics; Safety Research",Medicine; Nursing; Social Sciences,Health Sciences; Social Sciences
https://doi.org/10.5061/dryad.d7wm37q26,https://doi.org/10.1093/sysbio/syac051,2023-01-01T00:00:00Z,datacite,University of Michigan,NA,"Fish biology, ecology, and behavior; Genomics and Phylogenetic Studies; Genetic diversity and population structure",Nature and Landscape Conservation; Molecular Biology; Genetics,"Environmental Science; Biochemistry, Genetics and Molecular Biology",Physical Sciences; Life Sciences
GSE16716,https://doi.org/10.1016/j.csbj.2021.07.014,2021-01-01T00:00:00Z,czi,Fudan University,biological sciences; basic medicine,Breast Cancer Treatment Studies; HER2/EGFR in Cancer Research; Cancer-related Molecular Pathways,Cancer Research; Oncology,"Biochemistry, Genetics and Molecular Biology; Medicine",Life Sciences; Health Sciences
https://doi.org/10.3886/e129225,https://doi.org/10.1371/journal.pone.0067395,2013-07-01T00:00:00Z,datacite,University of Michigan,NA,"Psychological Well-being and Life Satisfaction; Health disparities and outcomes; Health, psychology, and well-being",Social Psychology; Health; General Health Professions,Psychology; Social Sciences; Health Professions,Social Sciences; Health Sciences
https://doi.org/10.5061/dryad.rk26g0n,https://doi.org/10.1111/btp.12616,2019-01-01T00:00:00Z,datacite,University of Michigan,NA,Insect and Arachnid Ecology and Behavior; Plant and animal studies; Insect and Pesticide Research,"Genetics; Ecology, Evolution, Behavior and Systematics; Insect Science","Biochemistry, Genetics and Molecular Biology; Agricultural and Biological Sciences",Life Sciences
GSE10927,https://doi.org/10.1155/2021/9553637,2021-10-04T00:00:00Z,czi,University of Michigan,biological sciences; basic medicine,"Hormonal Regulation and Hypertension; Cardiovascular, Neuropeptides, and Oxidative Stress Research; ATP Synthase and ATPases Research","Endocrinology, Diabetes and Metabolism; Surgery; Molecular Biology","Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
